Geography,geoid10,Geographic Area Name,med_hh_inc,dollars
1400000US17031834000,17031834000,"Census Tract 8340, Cook County, Illinois",36346,"$36,346"
1400000US17031834200,17031834200,"Census Tract 8342, Cook County, Illinois",57994,"$57,994"
1400000US17031834300,17031834300,"Census Tract 8343, Cook County, Illinois",56699,"$56,699"
1400000US17031834400,17031834400,"Census Tract 8344, Cook County, Illinois",35093,"$35,093"
1400000US17031834500,17031834500,"Census Tract 8345, Cook County, Illinois",34261,"$34,261"
1400000US17031834600,17031834600,"Census Tract 8346, Cook County, Illinois",25000,"$25,000"
1400000US17031834700,17031834700,"Census Tract 8347, Cook County, Illinois",24412,"$24,412"
1400000US17031834800,17031834800,"Census Tract 8348, Cook County, Illinois",18973,"$18,973"
1400000US17031834900,17031834900,"Census Tract 8349, Cook County, Illinois",16574,"$16,574"
1400000US17031835000,17031835000,"Census Tract 8350, Cook County, Illinois",29966,"$29,966"
1400000US17031835100,17031835100,"Census Tract 8351, Cook County, Illinois",43203,"$43,203"
1400000US17031835200,17031835200,"Census Tract 8352, Cook County, Illinois",75750,"$75,750"
1400000US17031835500,17031835500,"Census Tract 8355, Cook County, Illinois",17454,"$17,454"
1400000US17031835600,17031835600,"Census Tract 8356, Cook County, Illinois",15043,"$15,043"
1400000US17031835800,17031835800,"Census Tract 8358, Cook County, Illinois",84904,"$84,904"
1400000US17031836000,17031836000,"Census Tract 8360, Cook County, Illinois",71776,"$71,776"
1400000US17031836100,17031836100,"Census Tract 8361, Cook County, Illinois",24306,"$24,306"
1400000US17031836200,17031836200,"Census Tract 8362, Cook County, Illinois",137083,"$137,083"
1400000US17031836300,17031836300,"Census Tract 8363, Cook County, Illinois",57643,"$57,643"
1400000US17031836400,17031836400,"Census Tract 8364, Cook County, Illinois",26563,"$26,563"
1400000US17031836500,17031836500,"Census Tract 8365, Cook County, Illinois",50208,"$50,208"
1400000US17031836600,17031836600,"Census Tract 8366, Cook County, Illinois",61726,"$61,726"
1400000US17031836700,17031836700,"Census Tract 8367, Cook County, Illinois",40060,"$40,060"
1400000US17031836800,17031836800,"Census Tract 8368, Cook County, Illinois",17778,"$17,778"
1400000US17031836900,17031836900,"Census Tract 8369, Cook County, Illinois",-,-
1400000US17031837000,17031837000,"Census Tract 8370, Cook County, Illinois",34688,"$34,688"
1400000US17031837100,17031837100,"Census Tract 8371, Cook County, Illinois",-,-
1400000US17031837300,17031837300,"Census Tract 8373, Cook County, Illinois",18364,"$18,364"
1400000US17031837400,17031837400,"Census Tract 8374, Cook County, Illinois",32284,"$32,284"
1400000US17031837800,17031837800,"Census Tract 8378, Cook County, Illinois",58148,"$58,148"
1400000US17031838000,17031838000,"Census Tract 8380, Cook County, Illinois",32833,"$32,833"
1400000US17031838100,17031838100,"Census Tract 8381, Cook County, Illinois",15801,"$15,801"
1400000US17031838200,17031838200,"Census Tract 8382, Cook County, Illinois",94464,"$94,464"
1400000US17031838300,17031838300,"Census Tract 8383, Cook County, Illinois",92118,"$92,118"
1400000US17031838600,17031838600,"Census Tract 8386, Cook County, Illinois",18976,"$18,976"
1400000US17031838700,17031838700,"Census Tract 8387, Cook County, Illinois",26105,"$26,105"
1400000US17031838800,17031838800,"Census Tract 8388, Cook County, Illinois",27143,"$27,143"
1400000US17031839000,17031839000,"Census Tract 8390, Cook County, Illinois",103298,"$103,298"
1400000US17031839100,17031839100,"Census Tract 8391, Cook County, Illinois",112257,"$112,257"
1400000US17031839200,17031839200,"Census Tract 8392, Cook County, Illinois",40533,"$40,533"
1400000US17031839500,17031839500,"Census Tract 8395, Cook County, Illinois",-,-
1400000US17031839600,17031839600,"Census Tract 8396, Cook County, Illinois",59688,"$59,688"
1400000US17031839700,17031839700,"Census Tract 8397, Cook County, Illinois",82670,"$82,670"
1400000US17031839800,17031839800,"Census Tract 8398, Cook County, Illinois",71750,"$71,750"
1400000US17031839900,17031839900,"Census Tract 8399, Cook County, Illinois",92759,"$92,759"
1400000US17031840000,17031840000,"Census Tract 8400, Cook County, Illinois",99342,"$99,342"
1400000US17031840100,17031840100,"Census Tract 8401, Cook County, Illinois",60042,"$60,042"
1400000US17031840200,17031840200,"Census Tract 8402, Cook County, Illinois",42188,"$42,188"
1400000US17031840300,17031840300,"Census Tract 8403, Cook County, Illinois",61131,"$61,131"
1400000US17031840400,17031840400,"Census Tract 8404, Cook County, Illinois",66958,"$66,958"
1400000US17031840700,17031840700,"Census Tract 8407, Cook County, Illinois",76629,"$76,629"
1400000US17031840800,17031840800,"Census Tract 8408, Cook County, Illinois",43807,"$43,807"
1400000US17031841000,17031841000,"Census Tract 8410, Cook County, Illinois",96000,"$96,000"
1400000US17031841100,17031841100,"Census Tract 8411, Cook County, Illinois",39356,"$39,356"
1400000US17031841200,17031841200,"Census Tract 8412, Cook County, Illinois",56667,"$56,667"
1400000US17031841300,17031841300,"Census Tract 8413, Cook County, Illinois",52246,"$52,246"
1400000US17031841500,17031841500,"Census Tract 8415, Cook County, Illinois",29250,"$29,250"
1400000US17031841700,17031841700,"Census Tract 8417, Cook County, Illinois",17266,"$17,266"
1400000US17031841800,17031841800,"Census Tract 8418, Cook County, Illinois",45256,"$45,256"
1400000US17031841900,17031841900,"Census Tract 8419, Cook County, Illinois",120112,"$120,112"
1400000US17031842000,17031842000,"Census Tract 8420, Cook County, Illinois",107000,"$107,000"
1400000US17031842100,17031842100,"Census Tract 8421, Cook County, Illinois",45318,"$45,318"
1400000US17031842200,17031842200,"Census Tract 8422, Cook County, Illinois",90078,"$90,078"
1400000US17031842300,17031842300,"Census Tract 8423, Cook County, Illinois",156815,"$156,815"
1400000US17031842400,17031842400,"Census Tract 8424, Cook County, Illinois",46723,"$46,723"
1400000US17031842500,17031842500,"Census Tract 8425, Cook County, Illinois",23884,"$23,884"
1400000US17031842600,17031842600,"Census Tract 8426, Cook County, Illinois",81712,"$81,712"
1400000US17031842800,17031842800,"Census Tract 8428, Cook County, Illinois",39808,"$39,808"
1400000US17031842900,17031842900,"Census Tract 8429, Cook County, Illinois",28125,"$28,125"
1400000US17031843000,17031843000,"Census Tract 8430, Cook County, Illinois",22500,"$22,500"
1400000US17031843100,17031843100,"Census Tract 8431, Cook County, Illinois",42656,"$42,656"
1400000US17031843200,17031843200,"Census Tract 8432, Cook County, Illinois",58162,"$58,162"
1400000US17031843300,17031843300,"Census Tract 8433, Cook County, Illinois",21583,"$21,583"
1400000US17031843400,17031843400,"Census Tract 8434, Cook County, Illinois",34212,"$34,212"
1400000US17031843500,17031843500,"Census Tract 8435, Cook County, Illinois",33906,"$33,906"
1400000US17031843600,17031843600,"Census Tract 8436, Cook County, Illinois",50725,"$50,725"
1400000US17031843700,17031843700,"Census Tract 8437, Cook County, Illinois",161739,"$161,739"
1400000US17031843800,17031843800,"Census Tract 8438, Cook County, Illinois",29844,"$29,844"
1400000US17031843900,17031843900,"Census Tract 8439, Cook County, Illinois",57682,"$57,682"
1400000US17031844600,17031844600,"Census Tract 8446, Cook County, Illinois",67634,"$67,634"
1400000US17031844700,17031844700,"Census Tract 8447, Cook County, Illinois",31898,"$31,898"
1400000US17031980000,17031980000,"Census Tract 9800, Cook County, Illinois",-,-
1400000US17031980100,17031980100,"Census Tract 9801, Cook County, Illinois",-,-
1400000US17031990000,17031990000,"Census Tract 9900, Cook County, Illinois",-,-
1600000US1714000,00US1714000,"Chicago city, Illinois",65781,"$65,781"
