tract,cz,kfr_pooled_pooled_p25,kfr_pooled_pooled_p25_percent,kfr_pooled_pooled_p25_se,jail_pooled_pooled_p25,jail_pooled_pooled_p25_percent,jail_pooled_pooled_p25_se,pooled_pooled_count
890101,24300,0.43563893,43.6%,0.026640186,0.006954193,0.7%,0.00605013,410.04535
890102,24300,0.50235897,50.2%,0.027075544,-0.000610687,-0.1%,0.003418401,181.16655
890201,24300,0.44306901,44.3%,0.024247641,0.048641428,4.9%,0.01976205,250.38287
890202,24300,0.41043618,41.0%,0.026479842,0.038307864,3.8%,0.02192731,194.95311
890301,24300,0.39741203,39.7%,0.023674309,0.01276017,1.3%,0.00687444,347.59915
890302,24300,0.47048214,47.0%,0.026962144,0.016559819,1.7%,0.00957456,180.76363
890400,24300,0.42577934,42.6%,0.02097518,0.032805827,3.3%,0.014196912,313.90887
890500,24300,0.4692446,46.9%,0.017877139,0.001051142,0.1%,0.002984412,643.99017
890600,24300,0.48782033,48.8%,0.025258292,0.007583816,0.8%,0.00501113,264.79276
890700,24300,0.50301033,50.3%,0.02272159,-0.005422691,-0.5%,0.002993451,317.4537
860101,24300,0.37079853,37.1%,0.017452398,0.052574113,5.3%,0.018910799,517.01105
860103,24300,0.48540232,48.5%,0.028858794,0.031104781,3.1%,0.019703805,167.34146
860104,24300,0.41204742,41.2%,0.025878025,0.054408494,5.4%,0.029138248,235.58699
860200,24300,0.40594289,40.6%,0.01881591,0.050983135,5.1%,0.020036411,337.49661
860301,24300,0.34079668,34.1%,0.012754928,0.053867746,5.4%,0.014554674,802.62268
860302,24300,0.35653731,35.7%,0.013589715,0.051332872,5.1%,0.014950804,640.31726
860400,24300,0.36360097,36.4%,0.015046165,0.033710469,3.4%,0.011511824,548.27405
860500,24300,0.34756443,34.8%,0.011223697,0.048237003,4.8%,0.010292082,975.28284
860600,24300,0.37625206,37.6%,0.017654583,0.04311448,4.3%,0.01527244,508.54224
860805,24300,0.45680845,45.7%,0.034355361,0.051420234,5.1%,0.035581268,154.35117
860806,24300,0.4773792,47.7%,0.026759546,0.00806979,0.8%,0.006242711,257.72302
860807,24300,0.36833167,36.8%,0.026423059,0.034908541,3.5%,0.020912852,191.13501
860808,24300,0.4509404,45.1%,0.031157751,0.000919556,0.1%,0.00707461,194.29845
860809,24300,0.46290788,46.3%,0.048032131,0.016887471,1.7%,0.018131463,80.900864
860810,24300,0.461422,46.1%,0.023961389,0.02879524,2.9%,0.013262892,305.48007
860811,24300,0.46247989,46.2%,0.03120142,0.001315958,0.1%,0.005503862,150.15578
860903,24300,0.3928107,39.3%,0.018590769,0.01979308,2.0%,0.009566622,473.48355
860904,24300,0.45402178,45.4%,0.023852145,0.015353015,1.5%,0.010122542,292.40906
860905,24300,0.39160445,39.2%,0.021471458,0.001375258,0.1%,0.004100866,426.89252
860906,24300,0.42081293,42.1%,0.033858184,0.014845277,1.5%,0.013202948,79.557411
861007,24300,0.39909822,39.9%,0.045575757,-0.018829459,-1.9%,0.005984462,116.2942
861008,24300,0.51407915,51.4%,0.026264267,0.005741485,0.6%,0.005151545,235.83594
861009,24300,0.45293486,45.3%,0.035158593,0.003025147,0.3%,0.005667702,179.58797
861010,24300,0.40109953,40.1%,0.02635674,0.021184323,2.1%,0.012869823,251.76164
861011,24300,0.48617485,48.6%,0.029474258,0.038471375,3.8%,0.024307135,395.25592
861012,24300,0.51809883,51.8%,0.025294593,-0.003006119,-0.3%,0.003786741,304.02762
861013,24300,0.53088284,53.1%,0.036584545,0.024441645,2.4%,0.021571914,149.67203
861014,24300,0.49608445,49.6%,0.035871848,0.058531515,5.9%,0.039662536,193.02432
861105,24300,0.50130969,50.1%,0.031505823,0.025400111,2.5%,0.01766732,174.63374
861106,24300,0.45510039,45.5%,0.024670929,0.02076545,2.1%,0.01128492,377.42307
861107,24300,0.49750593,49.8%,0.053918153,0.009421417,0.9%,0.016352093,154.99284
861108,24300,0.46566778,46.6%,0.029684905,0.002734618,0.3%,0.004423467,354.63919
861201,24300,0.39001364,39.0%,0.013483307,0.035715796,3.6%,0.0100364,1060.8557
861202,24300,0.43859112,43.9%,0.022724375,0.001808526,0.2%,0.004593583,358.91553
861301,24300,0.4320665,43.2%,0.016262824,0.013787356,1.4%,0.007247058,659.24567
861303,24300,0.3942425,39.4%,0.015189496,0.007724402,0.8%,0.004540786,759.08514
861304,24300,0.37815648,37.8%,0.01567883,0.017058093,1.7%,0.007396639,576.94458
861402,24300,0.41804704,41.8%,0.020822369,0.006843909,0.7%,0.006338151,459.61121
861403,24300,0.39098811,39.1%,0.019768229,0.013859283,1.4%,0.010343638,444.02274
861404,24300,0.39933482,39.9%,0.016096024,0.007608571,0.8%,0.004766878,654.81927
861504,24300,0.40282837,40.3%,0.015430711,0.023901133,2.4%,0.009619467,765.03339
861505,24300,0.46640897,46.6%,0.040541131,0.005635446,0.6%,0.008327085,110.29846
861506,24300,0.4028745,40.3%,0.023278464,0.043615852,4.4%,0.019561779,277.33099
861507,24300,0.47039771,47.0%,0.032549012,0.035729051,3.6%,0.0224573,152.41164
861508,24300,0.45424864,45.4%,0.026294103,0.026299154,2.6%,0.014801892,204.16234
861509,24300,0.50200689,50.2%,0.030484477,0.005664653,0.6%,0.007325691,236.32332
861510,24300,0.45945728,45.9%,0.025334578,0.009189967,0.9%,0.007527227,263.17096
861603,24300,0.5327509,53.3%,0.03570509,0.017521288,1.8%,0.013114554,168.44792
861604,24300,0.4472132,44.7%,0.02861792,0.010314017,1.0%,0.008213588,261.34573
861607,24300,0.44721371,44.7%,0.026877282,0.016448928,1.6%,0.010233979,231.91106
861608,24300,0.54103231,54.1%,0.034595434,-0.010429724,-1.0%,0.004455022,164.21149
861609,24300,0.55033475,55.0%,0.036987666,0.001554089,0.2%,0.006529619,269.02655
861610,24300,0.5715127,57.2%,0.045198467,0.01513855,1.5%,0.017184705,167.58563
861611,24300,0.51945633,51.9%,0.052316561,-0.003811709,-0.4%,0.013300451,117.60378
861701,24300,0.44531938,44.5%,0.041096922,-0.002705537,-0.3%,0.008717158,99.292549
861702,24300,0.37193656,37.2%,0.019456048,0.061195128,6.1%,0.021523267,413.58176
861803,24300,0.39958397,40.0%,0.01446021,0.007447091,0.7%,0.004191954,699.55469
861804,24300,0.37642848,37.6%,0.01643718,0.03337134,3.3%,0.013021027,781.10626
861901,24300,0.44140786,44.1%,0.023143549,0.019895347,2.0%,0.011703526,310.04697
861902,24300,0.37648177,37.6%,0.016099263,0.036360919,3.6%,0.012249121,664.5957
862000,24300,0.36619231,36.6%,0.011296091,0.034940079,3.5%,0.009277398,1177.3438
862100,24300,0.37997758,38.0%,0.012759017,0.04737461,4.7%,0.011257451,1207.6678
862200,24300,0.33909181,33.9%,0.013176283,0.05352873,5.4%,0.016632551,654.4314
862300,24300,0.31214818,31.2%,0.011617234,0.088808365,8.9%,0.016123328,1171.3046
862401,24300,0.37073463,37.1%,0.014728682,0.003282775,0.3%,0.004830746,751.53918
862402,24300,0.35144004,35.1%,0.013362186,0.014970749,1.5%,0.00778634,895.27545
862501,24300,0.37060928,37.1%,0.014138741,0.013006225,1.3%,0.006307303,899.76691
862502,24300,0.32447723,32.4%,0.015058261,0.017656323,1.8%,0.010352381,638.72192
862603,24300,0.38484541,38.5%,0.01333941,0.01267925,1.3%,0.00544552,795.98315
862604,24300,0.37651175,37.7%,0.014443071,0.031427111,3.1%,0.011205053,731.01202
862605,24300,0.36188549,36.2%,0.01756246,0.064532593,6.5%,0.020179693,812.5871
862700,24300,0.32613975,32.6%,0.009614906,0.050175499,5.0%,0.01307441,1375.578
862800,24300,0.31971925,32.0%,0.015681643,0.061326858,6.1%,0.020441405,639.12109
862901,24300,0.33422664,33.4%,0.011286108,0.050608456,5.1%,0.015643042,1042.8448
862902,24300,0.33692685,33.7%,0.012043064,0.021020899,2.1%,0.009436155,704.47968
863003,24300,0.12255348,12.3%,0.087374441,0.41044664,41.0%,0.11375697,517.06921
863004,24300,0.35493749,35.5%,0.009134038,0.03892057,3.9%,0.008299797,382.73816
863005,24300,,0.0%,,,0.0%,,
863100,24300,0.29366338,29.4%,0.012391983,0.067797638,6.8%,0.017206969,659.53754
863201,24300,0.33312589,33.3%,0.012333432,0.031160587,3.1%,0.011542105,642.25043
863202,24300,0.47674462,47.7%,0.029617103,0.012666189,1.3%,0.008517072,254.84245
863300,24300,0.37666056,37.7%,0.071128786,0.040980957,4.1%,0.061296605,41.595402
863400,24300,0.51046538,51.0%,0.049420159,-0.010956719,-1.1%,0.013119367,87.639412
863500,24300,0.52804905,52.8%,0.044401273,0.05085668,5.1%,0.049834616,94.516281
863601,24300,0.47444925,47.4%,0.051753756,0.016280303,1.6%,0.023619073,108.64545
863603,24300,0.49022087,49.0%,0.07582204,-0.009853545,-1.0%,0.009623867,29.585194
863604,24300,0.55970764,56.0%,0.048085723,0.009398341,0.9%,0.016149323,64.812439
863701,24300,0.44498423,44.5%,0.030526647,0.019184075,1.9%,0.014385823,194.32819
863702,24300,0.48868331,48.9%,0.049401537,0.061281174,6.1%,0.055254683,71.901955
863801,24300,0.53022343,53.0%,0.040469531,0.023992324,2.4%,0.023888404,97.56987
863902,24300,0.53645813,53.6%,0.022464383,0.018826405,1.9%,0.010865017,243.11717
863903,24300,0.52560437,52.6%,0.029846782,0.005069525,0.5%,0.006138905,188.26926
863904,24300,0.62633711,62.6%,0.041586094,-0.002072013,-0.2%,0.009905679,88.418175
864001,24300,0.46975824,47.0%,0.022369128,0.001129212,0.1%,0.003255303,376.66718
864002,24300,0.41484979,41.5%,0.013622273,0.016207006,1.6%,0.006469464,1039.3711
864101,24300,0.51141554,51.1%,0.038076658,0.06489303,6.5%,0.041630525,105.40341
864105,24300,0.59371871,59.4%,0.043733459,-0.007613176,-0.8%,0.005784932,174.13124
864106,24300,0.44791934,44.8%,0.027480023,0.001709795,0.2%,0.004153802,260.47467
864107,24300,0.56006461,56.0%,0.030189894,0.00173941,0.2%,0.004365969,259.47501
864108,24300,0.46244022,46.2%,0.022456551,0.003108669,0.3%,0.003364062,400.75684
864203,24300,0.42454997,42.5%,0.02999619,-0.008266727,-0.8%,0.004911721,234.27057
864204,24300,0.41109645,41.1%,0.027037812,0.020485368,2.0%,0.013137979,249.46191
864205,24300,0.48157063,48.2%,0.023457546,0.021384209,2.1%,0.01106931,314.29028
864206,24300,0.39467138,39.5%,0.029298335,0.023126487,2.3%,0.017300349,168.68579
864303,24300,0.51035118,51.0%,0.05193359,-0.020137751,-2.0%,0.010333624,75.303528
864305,24300,0.60178047,60.2%,0.050200116,-0.020621847,-2.1%,0.010220657,44.746437
864306,24300,0.51640266,51.6%,0.052921236,0.004599529,0.5%,0.008438681,66.905685
864307,24300,0.42602578,42.6%,0.051449504,-0.017291784,-1.7%,0.010350424,65.835251
864308,24300,0.54453355,54.5%,0.036022887,0.011191927,1.1%,0.010341975,155.73466
864402,24300,0.54820567,54.8%,0.034547713,0.006896861,0.7%,0.008715306,174.3351
864403,24300,0.46496284,46.5%,0.056689698,-0.034849402,-3.5%,0.013404581,84.300873
864407,24300,0.6268279,62.7%,0.061406311,0.013741719,1.4%,0.022789059,61.5784
864408,24300,0.4793357,47.9%,0.024958959,0.023295138,2.3%,0.01381032,271.81317
864409,24300,0.57065296,57.1%,0.028549299,0.015683087,1.6%,0.010816165,226.95003
864410,24300,0.57746845,57.7%,0.036235142,0.003123957,0.3%,0.004645453,221.21907
864411,24300,0.50542033,50.5%,0.055467576,-0.01194401,-1.2%,0.007997971,68.675461
864412,24300,0.54213047,54.2%,0.044794947,-0.012110905,-1.2%,0.009752504,111.45871
864505,24300,0.57450229,57.5%,0.021278702,0.001919122,0.2%,0.003840233,366.66318
864510,24300,0.45980188,46.0%,0.018938741,0.015379999,1.5%,0.009478254,634.30664
864511,24300,0.47236288,47.2%,0.022444606,0.010485699,1.0%,0.007266203,501.92703
864512,24300,0.52461714,52.5%,0.043847188,0.017391311,1.7%,0.01797737,128.08594
864513,24300,0.62089419,62.1%,0.028414758,-0.002674489,-0.3%,0.002869557,203.37578
864514,24300,0.59672898,59.7%,0.049003232,-0.010211044,-1.0%,0.009726964,73.448647
864515,24300,0.59250081,59.3%,0.048836946,0.00503287,0.5%,0.016331878,77.100449
864516,24300,0.54084408,54.1%,0.034937508,0.023980951,2.4%,0.019182827,147.28964
864517,24300,0.6001603,60.0%,0.046819299,0.000234952,0.0%,0.006983293,127.70273
864518,24300,0.6049338,60.5%,0.02834034,-0.000477064,0.0%,0.003455936,223.29297
864519,24300,0.57623762,57.6%,0.030090936,0.008213382,0.8%,0.00625327,216.87186
864520,24300,0.56067991,56.1%,0.029122626,-0.002274316,-0.2%,0.003534835,287.61966
864521,24300,0.61355609,61.4%,0.064378798,0.006954234,0.7%,0.02396181,52.396381
864522,24300,0.59933519,59.9%,0.054345876,0.008098209,0.8%,0.014201547,80.394562
864601,24300,0.5072543,50.7%,0.053583696,-0.006841064,-0.7%,0.009820994,69.557617
864602,24300,0.60119641,60.1%,0.060865819,0.049554493,5.0%,0.066571385,62.308018
864700,24300,0.49862707,49.9%,0.048645116,-0.003133113,-0.3%,0.006311645,87.025345
864801,24300,0.52503043,52.5%,0.035812818,0.004162639,0.4%,0.005081666,172.67842
864802,24300,0.53310728,53.3%,0.058381744,-0.004757528,-0.5%,0.015263699,65.735359
864901,24300,0.51443923,51.4%,0.04364666,0.002846995,0.3%,0.011885253,134.0995
864903,24300,0.5709579,57.1%,0.036938991,0.01635151,1.6%,0.013473202,193.2106
864904,24300,0.68362838,68.4%,0.078180701,0.04551097,4.6%,0.06788414,32.051968
865000,24300,0.42894864,42.9%,0.038046554,0.008316638,0.8%,0.008743715,60.494843
865200,24300,0.38345987,38.3%,0.018863887,0.014767778,1.5%,0.009655682,433.18921
865300,24300,0.47462067,47.5%,0.052278757,0.003031928,0.3%,0.015286518,120.78168
865400,24300,0.40412819,40.4%,0.023312774,0.017031889,1.7%,0.011089489,302.30307
865501,24300,0.47633097,47.6%,0.029278804,0.017890267,1.8%,0.011706305,207.09772
865502,24300,0.70274991,70.3%,0.058622111,-0.003383086,-0.3%,0.009187967,68.06884
865600,24300,0.63421667,63.4%,0.067673497,0.02593687,2.6%,0.040785473,58.210419
865700,24300,0.49804711,49.8%,0.036395773,0.023017645,2.3%,0.020317515,173.96036
865801,24300,0.54133695,54.1%,0.043196984,0.002847122,0.3%,0.007455167,100.03776
865802,24300,0.55626637,55.6%,0.056869116,0.021631047,2.2%,0.028563378,70.882713
866000,24300,0.52918702,52.9%,0.033936076,-0.000661689,-0.1%,0.005151645,159.25008
866100,24300,0.32007048,32.0%,0.011657734,0.051866613,5.2%,0.016163232,824.93988
866200,24300,0.51142287,51.1%,0.042324316,-0.007090241,-0.7%,0.009092723,93.571556
860807,24300,,0.0%,,,0.0%,,
864203,24300,,0.0%,,,0.0%,,
864204,24300,,0.0%,,,0.0%,,
864303,24300,,0.0%,,,0.0%,,
870101,24300,0.49611464,49.6%,0.022104727,-0.00538531,-0.5%,0.0029046,367.34805
870102,24300,0.38867491,38.9%,0.032135572,0.045027815,4.5%,0.027255077,216.38069
870200,24300,0.46217129,46.2%,0.020652357,-0.000216294,0.0%,0.003822289,436.14154
870301,24300,0.39731377,39.7%,0.021869332,0.013879597,1.4%,0.009670663,453.68127
870302,24300,0.43778259,43.8%,0.019257272,0.017648291,1.8%,0.008275737,512.52008
870401,24300,0.43609548,43.6%,0.020747788,0.015424708,1.5%,0.007690691,376.43442
870402,24300,0.46109775,46.1%,0.020838765,-0.00412223,-0.4%,0.003565782,426.27621
870500,24300,0.43245459,43.2%,0.017670464,0.016901394,1.7%,0.006567805,535.15576
