tract,cz,kfr_pooled_pooled_p25,kfr_pooled_pooled_p25_percent,kfr_pooled_pooled_p25_se,jail_pooled_pooled_p25,jail_pooled_pooled_p25_percent,jail_pooled_pooled_p25_se,pooled_pooled_count
801400,24300,0.5542528,55.4%,0.040660847,-0.000310782,0.0%,0.007015985,124.1161
801500,24300,0.60555261,60.6%,0.032144215,0.000992563,0.1%,0.004473832,172.12813
801601,24300,0.53680426,53.7%,0.032015227,0.004439884,0.4%,0.004506655,141.73967
801603,24300,0.53922093,53.9%,0.022973856,-0.004733227,-0.5%,0.005289181,367.59375
801605,24300,0.55199635,55.2%,0.031788729,-0.004526048,-0.5%,0.003413044,158.15901
801606,24300,0.52308476,52.3%,0.034669641,0.02412238,2.4%,0.019297214,160.10216
801607,24300,0.62686884,62.7%,0.025262645,0.002094633,0.2%,0.003696243,271.93243
801608,24300,0.61258781,61.3%,0.031862751,-0.000743091,-0.1%,0.004242477,176.46954
801701,24300,0.58315176,58.3%,0.045217589,0.009128551,0.9%,0.014160437,116.2311
801702,24300,0.65748584,65.7%,0.036266916,-0.003442097,-0.3%,0.004982072,191.70299
801800,24300,0.5415563,54.2%,0.032117318,0.003318522,0.3%,0.004397489,195.10963
801901,24300,0.41217861,41.2%,0.022414653,0.014719904,1.5%,0.010206729,285.14902
801902,24300,0.52199417,52.2%,0.050215758,0.002716471,0.3%,0.007976408,91.201141
802002,24300,0.52150053,52.2%,0.032703333,-0.00039311,0.0%,0.004543638,183.36284
802003,24300,0.53226668,53.2%,0.041260388,0.02878874,2.9%,0.023061994,89.434395
802004,24300,0.55860752,55.9%,0.01593525,0.00467904,0.5%,0.004129415,709.3822
802100,24300,0.65776056,65.8%,0.048025422,-0.011408377,-1.1%,0.006540634,112.7728
802200,24300,0.59431696,59.4%,0.046106778,0.006442279,0.6%,0.014348393,100.22454
802300,24300,0.46991575,47.0%,0.03368907,-0.001284024,-0.1%,0.008280147,200.09813
802402,24300,0.49030364,49.0%,0.022122132,0.008839115,0.9%,0.006791515,368.41931
802403,24300,0.62343979,62.3%,0.068235889,0.010316233,1.0%,0.025629254,42.850372
802404,24300,0.4645406,46.5%,0.014803986,0.007999757,0.8%,0.004274655,705.66595
802503,24300,0.58259773,58.3%,0.019995704,0.005485957,0.5%,0.00459114,394.49832
802504,24300,0.49523544,49.5%,0.018858509,0.00055889,0.1%,0.003141398,525.94696
802505,24300,0.43854293,43.9%,0.014756133,0.020484021,2.0%,0.007923398,810.25049
802506,24300,0.41932878,41.9%,0.023391161,-0.000798435,-0.1%,0.006625992,285.52219
802605,24300,0.55476552,55.5%,0.027243672,0.003619923,0.4%,0.003947812,232.1877
802607,24300,0.52997565,53.0%,0.063425854,0.020701975,2.1%,0.032376315,43.722652
802608,24300,0.57280833,57.3%,0.02414293,0.001005216,0.1%,0.003726193,255.6756
802609,24300,0.42714101,42.7%,0.012727091,0.006667113,0.7%,0.004184606,1164.7069
802610,24300,0.56005007,56.0%,0.044234559,-0.002472208,-0.2%,0.012721578,132.59546
802701,24300,0.51200467,51.2%,0.022570068,0.005463339,0.5%,0.005302056,575.69031
802702,24300,0.54943246,54.9%,0.030435558,-0.000156486,0.0%,0.005381662,245.43391
802801,24300,0.59765154,59.8%,0.035280645,0.001738389,0.2%,0.004992592,167.952
802802,24300,0.5775544,57.8%,0.022961728,0.003030933,0.3%,0.003520517,383.52249
802900,24300,0.54438001,54.4%,0.034356207,0.004681555,0.5%,0.007587446,169.90282
803005,24300,0.63014221,63.0%,0.04390274,0.001263788,0.1%,0.007829575,93.426178
803007,24300,0.5434429,54.3%,0.034341931,-0.004594951,-0.5%,0.004025851,161.30537
803008,24300,0.56243622,56.2%,0.03853137,0.009415028,0.9%,0.012962996,123.99937
803010,24300,0.534015,53.4%,0.030671829,-0.006608446,-0.7%,0.003498581,209.04655
803012,24300,0.48139501,48.1%,0.029949479,0.007097577,0.7%,0.008574281,176.33266
803013,24300,0.58950639,59.0%,0.025695145,-0.000115293,0.0%,0.003967628,263.1767
803014,24300,0.54188079,54.2%,0.02918365,0.006509062,0.7%,0.007703817,210.13068
803015,24300,0.53125161,53.1%,0.03709992,0.003483822,0.3%,0.005690439,142.03334
803016,24300,0.4813568,48.1%,0.038707733,-0.003221898,-0.3%,0.008187794,104.22862
803017,24300,0.52964723,53.0%,0.035370424,0.011836904,1.2%,0.010141897,186.37636
803100,24300,0.50114471,50.1%,0.053104475,0.014305346,1.4%,0.022751028,78.740387
803200,24300,0.45552948,45.6%,0.033293217,0.009327236,0.9%,0.009678862,208.21092
803300,24300,0.43873671,43.9%,0.031809844,-0.007270557,-0.7%,0.004408218,153.30905
803400,24300,0.53138006,53.1%,0.033058081,0.002411636,0.2%,0.004502534,214.97798
803500,24300,0.49608758,49.6%,0.045604695,0.019911943,2.0%,0.022384139,115.06953
803603,24300,0.50365722,50.4%,0.031148387,-0.006331646,-0.6%,0.005598581,184.24486
803604,24300,0.48645729,48.6%,0.031958368,0.01730836,1.7%,0.012392692,199.097
803605,24300,0.5740307,57.4%,0.027472826,0.00267147,0.3%,0.004207166,372.64679
803606,24300,0.42550984,42.6%,0.016386254,0.009314737,0.9%,0.006997373,1379.2715
803607,24300,0.53371447,53.4%,0.035376329,0.006106827,0.6%,0.007300415,232.3391
803608,24300,0.42777619,42.8%,0.020176936,0.01378581,1.4%,0.008393578,499.33398
803610,24300,0.51096421,51.1%,0.026085269,0.005801096,0.6%,0.005876611,256.13287
803611,24300,0.43884966,43.9%,0.021132309,0.024276411,2.4%,0.012996186,760.35413
803612,24300,0.40113786,40.1%,0.017826986,0.015359222,1.5%,0.00932036,579.45752
803701,24300,0.49445969,49.4%,0.036366478,-0.008855218,-0.9%,0.008463661,159.07039
803702,24300,0.44008407,44.0%,0.028349612,0.023953201,2.4%,0.015781054,214.00436
803800,24300,0.52305567,52.3%,0.032595113,0.006211784,0.6%,0.007101463,206.92517
803901,24300,0.42912894,42.9%,0.032823779,-0.008887655,-0.9%,0.007660004,175.26387
803902,24300,0.50645518,50.6%,0.034081988,0.009874873,1.0%,0.010266792,197.77415
804000,24300,0.46893829,46.9%,0.02720077,0.016036918,1.6%,0.01019378,235.84232
804102,24300,0.58310485,58.3%,0.036456134,0.007447004,0.7%,0.008734407,143.27148
804104,24300,0.58560497,58.6%,0.028843762,0.000888486,0.1%,0.004504415,302.08725
804105,24300,0.63671011,63.7%,0.041499261,-0.002106438,-0.2%,0.009915387,131.67552
804106,24300,0.54864228,54.9%,0.028440991,0.01039199,1.0%,0.007784375,206.96605
804108,24300,0.44239056,44.2%,0.021157073,0.015623566,1.6%,0.009760648,341.58481
804109,24300,0.51422179,51.4%,0.046179902,0.045206752,4.5%,0.038602427,71.511787
804201,24300,0.45899808,45.9%,0.044076856,0.026547357,2.7%,0.024813751,88.083466
804202,24300,0.516249,51.6%,0.032637846,-0.000477827,0.0%,0.00663097,185.62762
804305,24300,0.4496775,45.0%,0.016866865,0.020900143,2.1%,0.007997898,584.60742
804306,24300,0.44926676,44.9%,0.017173797,0.010085194,1.0%,0.005531024,598.92322
804308,24300,0.50757563,50.8%,0.024025904,-0.001378943,-0.1%,0.003869329,379.69113
804309,24300,0.49833965,49.8%,0.026484935,0.006321082,0.6%,0.006772342,235.69295
804310,24300,0.46800745,46.8%,0.020105079,0.001008429,0.1%,0.002914236,430.80423
804311,24300,0.4754836,47.5%,0.029745897,0.004148652,0.4%,0.004915189,326.12311
804403,24300,0.38550046,38.6%,0.022199167,0.020066451,2.0%,0.01141783,357.81448
804404,24300,0.46067861,46.1%,0.02045789,0.012646661,1.3%,0.006500893,314.46414
804405,24300,0.38876292,38.9%,0.013454095,0.013983717,1.4%,0.007594726,672.60651
804406,24300,0.39256343,39.3%,0.016836572,0.022820195,2.3%,0.008964239,616.25653
804505,24300,0.51239383,51.2%,0.023668228,0.012652223,1.3%,0.007651736,306.21579
804506,24300,0.54922211,54.9%,0.034790717,0.041248508,4.1%,0.028035408,107.98564
804507,24300,0.58178186,58.2%,0.024165867,0.012290675,1.2%,0.007698613,539.07239
804508,24300,0.386576,38.7%,0.018544406,0.022620354,2.3%,0.011090834,369.39807
804509,24300,0.42688271,42.7%,0.017888658,0.031881075,3.2%,0.012485955,729.7406
804510,24300,0.3920323,39.2%,0.017722178,0.025180666,2.5%,0.011934166,988.66974
804511,24300,0.47078592,47.1%,0.034146689,0.013289305,1.3%,0.017408621,369.59399
804603,24300,0.45665768,45.7%,0.017896215,0.009978311,1.0%,0.006565385,370.16739
804606,24300,0.57445389,57.4%,0.030363919,-0.006406292,-0.6%,0.005540642,202.3521
804607,24300,0.58543718,58.5%,0.021916641,0.014238738,1.4%,0.007999845,342.10983
804608,24300,0.53234076,53.2%,0.025735838,0.006391471,0.6%,0.006845481,274.54657
804609,24300,0.56744289,56.7%,0.03088364,0.021250561,2.1%,0.014632616,178.41389
804610,24300,0.48561832,48.6%,0.043369532,0.016771315,1.7%,0.019216279,113.90731
804611,24300,0.53913826,53.9%,0.032769553,0.014269713,1.4%,0.012017683,102.80036
804701,24300,0.46547955,46.5%,0.018578352,0.004848358,0.5%,0.006141383,812.11774
804705,24300,0.46831101,46.8%,0.024674879,0.027684459,2.8%,0.01437241,454.16934
804706,24300,0.51174754,51.2%,0.046242796,-0.001535594,-0.2%,0.006799417,92.637047
804709,24300,0.52296436,52.3%,0.02211421,-0.003699465,-0.4%,0.004211885,532.11261
804710,24300,0.51935995,51.9%,0.02909405,-0.000239892,0.0%,0.004086983,200.0399
804711,24300,0.48526403,48.5%,0.017255185,0.018254945,1.8%,0.008311997,544.28253
804712,24300,0.49169233,49.2%,0.022825839,0.012541057,1.3%,0.006170252,244.16547
804713,24300,0.51189142,51.2%,0.026206397,0.006653233,0.7%,0.006941608,311.14868
804714,24300,0.4954741,49.5%,0.032608084,-0.011958895,-1.2%,0.005401236,145.11768
804715,24300,0.49526611,49.5%,0.022808606,-0.002467046,-0.2%,0.007785731,655.99261
804716,24300,0.56609541,56.6%,0.022880075,0.012166654,1.2%,0.006514958,387.54556
804803,24300,0.50872654,50.9%,0.02115516,0.011046777,1.1%,0.006054514,322.41986
804804,24300,0.50385809,50.4%,0.0207214,0.015031583,1.5%,0.008487572,460.69827
804805,24300,0.46050054,46.1%,0.022566926,0.012611488,1.3%,0.006255958,329.67557
804806,24300,0.44221446,44.2%,0.023576476,0.01491103,1.5%,0.010893265,499.8949
804807,24300,0.54899824,54.9%,0.025339091,0.012167752,1.2%,0.007393658,296.30603
804808,24300,0.62334192,62.3%,0.044639826,0.001796589,0.2%,0.006330574,72.946152
804809,24300,0.58156115,58.2%,0.031477153,0.008426744,0.8%,0.006327792,142.79938
804810,24300,0.47544309,47.5%,0.01868503,0.002518702,0.3%,0.002563989,389.44339
804901,24300,0.51348978,51.3%,0.028136028,0.018206408,1.8%,0.01285942,251.6028
804902,24300,0.52372444,52.4%,0.025396042,-0.001733087,-0.2%,0.003625309,259.77042
805001,24300,0.53690845,53.7%,0.045494508,0.005722353,0.6%,0.00977042,136.12108
805002,24300,0.50677574,50.7%,0.017835682,0.018917102,1.9%,0.009118821,686.41022
805105,24300,0.39743772,39.7%,0.014576553,0.010666761,1.1%,0.005772474,939.4491
805106,24300,0.64457458,64.5%,0.047420207,0.009087078,0.9%,0.012017193,63.208225
805107,24300,0.45641324,45.6%,0.013926009,0.012378876,1.2%,0.005792696,856.45032
805108,24300,0.45684657,45.7%,0.016858906,0.020614849,2.1%,0.008980711,702.67023
805109,24300,0.54251188,54.3%,0.034156151,0.054902725,5.5%,0.038060501,159.17392
805110,24300,0.49419793,49.4%,0.041607689,-0.017252101,-1.7%,0.006162721,96.61496
805111,24300,0.52046657,52.0%,0.016262507,0.003389639,0.3%,0.003608273,666.17566
805112,24300,0.58120954,58.1%,0.027619347,-0.000773315,-0.1%,0.005894131,275.27429
805201,24300,0.61613196,61.6%,0.029251929,-0.002211877,-0.2%,0.004949603,186.34827
805202,24300,0.51729816,51.7%,0.030242199,0.016608296,1.7%,0.01166229,187.92111
805301,24300,0.5866825,58.7%,0.030176474,0.009130627,0.9%,0.00733109,155.29858
805302,24300,0.56686777,56.7%,0.027197726,0.02924375,2.9%,0.018334771,212.6739
805401,24300,0.49830547,49.8%,0.031959895,0.0143666,1.4%,0.013908751,208.957
805402,24300,0.50033444,50.0%,0.028027261,0.007258468,0.7%,0.006921232,243.08997
805501,24300,0.55709869,55.7%,0.037652403,-0.009485942,-0.9%,0.00620241,134.52205
805502,24300,0.67273051,67.3%,0.057705238,-0.001627018,-0.2%,0.014911888,76.486389
805600,24300,0.60118848,60.1%,0.050586235,-0.023465591,-2.3%,0.012093513,109.95612
805701,24300,0.55062521,55.1%,0.03881298,-0.000460479,0.0%,0.005534408,151.05225
805702,24300,0.55771434,55.8%,0.056098867,-0.005406428,-0.5%,0.010941249,73.713615
805801,24300,0.59642273,59.6%,0.060008489,-0.001155631,-0.1%,0.009800501,52.777386
805802,24300,0.5328148,53.3%,0.036349837,0.017148463,1.7%,0.013566229,145.61975
805901,24300,0.51141703,51.1%,0.032883551,-0.006129532,-0.6%,0.006214301,170.02783
805902,24300,0.5558852,55.6%,0.025513977,0.003144771,0.3%,0.003916368,268.84949
806001,24300,0.56015676,56.0%,0.014411014,0.013640569,1.4%,0.006722777,701.5611
806002,24300,0.52815741,52.8%,0.012621078,0.003675702,0.4%,0.002982301,920.61285
806003,24300,0.54476529,54.5%,0.012960688,0.004579724,0.5%,0.003002302,922.22308
806004,24300,0.51928079,51.9%,0.016350063,0.001547397,0.2%,0.004195175,747.87457
806102,24300,0.51649517,51.6%,0.031069674,0.001315783,0.1%,0.00526539,166.69296
806103,24300,0.48456076,48.5%,0.02416227,0.002279395,0.2%,0.003953369,294.93817
806104,24300,0.4602074,46.0%,0.01555864,0.007439177,0.7%,0.005341896,629.2749
806201,24300,0.46041977,46.0%,0.021162715,0.006722267,0.7%,0.008291802,329.10205
806202,24300,0.48895526,48.9%,0.033496093,0.007520426,0.8%,0.008933685,151.56039
806300,24300,0.43042371,43.0%,0.026776895,0.016728694,1.7%,0.010254039,275.92456
806400,24300,0.49406716,49.4%,0.035546634,0.009175945,0.9%,0.012048179,178.54547
806501,24300,0.46619281,46.6%,0.02008109,-0.003755322,-0.4%,0.005719256,427.04929
806502,24300,0.46182492,46.2%,0.021368615,0.006971632,0.7%,0.005600154,364.15274
806600,24300,0.49579209,49.6%,0.027976539,0.004268713,0.4%,0.006386681,246.08749
806700,24300,0.55312032,55.3%,0.036766633,-0.000182965,0.0%,0.005990492,169.36652
806801,24300,0.55477655,55.5%,0.024924425,0.004332654,0.4%,0.005595747,346.12701
806802,24300,0.56893307,56.9%,0.025610616,0.007839952,0.8%,0.006647824,276.15527
806900,24300,0.57088,57.1%,0.026814409,0.002737623,0.3%,0.006096964,209.4149
807000,24300,0.52728403,52.7%,0.019272989,0.001131701,0.1%,0.004306155,491.38736
807100,24300,0.53680241,53.7%,0.038513128,-0.006717278,-0.7%,0.005315433,154.88728
807200,24300,0.47701582,47.7%,0.022562085,0.001091927,0.1%,0.004238077,427.71695
807300,24300,0.5718987,57.2%,0.017573357,0.007396174,0.7%,0.004786806,507.58432
807400,24300,0.4995417,50.0%,0.020580636,0.020102412,2.0%,0.010310068,588.28302
807500,24300,0.51962787,52.0%,0.031599041,-0.002782525,-0.3%,0.006165629,210.41142
807600,24300,0.53635013,53.6%,0.019985411,0.001190732,0.1%,0.003836798,468.07129
807700,24300,0.49889538,49.9%,0.020704985,0.004757383,0.5%,0.005972171,464.82629
807800,24300,0.52204037,52.2%,0.035083488,-0.005183925,-0.5%,0.00826341,197.91869
807900,24300,0.54175323,54.2%,0.033102326,5.45929E-05,0.0%,0.006837068,225.11667
808001,24300,0.55179244,55.2%,0.03299867,-0.001037383,-0.1%,0.006481915,174.34064
808002,24300,0.58641237,58.6%,0.027613087,-0.00086056,-0.1%,0.005081369,322.94025
808100,24300,0.48637637,48.6%,0.042265743,0.025653532,2.6%,0.02605514,97.257668
808200,24300,0.52319711,52.3%,0.020513626,-0.000611665,-0.1%,0.004655018,433.91904
808301,24300,0.55072677,55.1%,0.028090466,0.000221983,0.0%,0.005518167,200.15099
808302,24300,0.57448864,57.4%,0.030364444,-0.007178676,-0.7%,0.005340922,179.29619
808400,24300,0.51519495,51.5%,0.030408155,0.006876217,0.7%,0.006542745,168.68904
808500,24300,0.54276097,54.3%,0.028185353,0.002647789,0.3%,0.005229726,241.87209
808600,24300,0.58925319,58.9%,0.064915903,-0.021611337,-2.2%,0.01179696,56.076725
808702,24300,0.50196898,50.2%,0.10992237,0.19423768,19.4%,0.13680112,20.640966
808800,24300,0.49926776,49.9%,0.075675614,0.052193012,5.2%,0.083276317,39.106205
808900,24300,0.44406047,44.4%,0.060220271,0.003361163,0.3%,0.017305696,73.266235
809000,24300,0.50047129,50.0%,0.066193625,0.02997526,3.0%,0.047934256,55.683147
809100,24300,0.44903195,44.9%,0.059535515,0.044947073,4.5%,0.050031021,56.74807
809200,24300,0.31821609,31.8%,0.010338805,0.046004504,4.6%,0.011521734,1228.8304
809300,24300,0.37258026,37.3%,0.04333964,0.016251588,1.6%,0.018880324,106.91989
809400,24300,0.40545762,40.5%,0.047207087,0.064803578,6.5%,0.054479372,44.078022
809500,24300,0.45122465,45.1%,0.041282531,0.002409092,0.2%,0.012125255,110.56641
809600,24300,0.35162163,35.2%,0.018362802,0.037585296,3.8%,0.017294202,470.74329
809700,24300,0.34350294,34.4%,0.017737519,0.021863727,2.2%,0.011009843,492.00592
809800,24300,0.44825512,44.8%,0.038371444,0.023087231,2.3%,0.023594685,128.3141
809900,24300,0.34695575,34.7%,0.066190951,0.001033794,0.1%,0.026317226,34.329311
810000,24300,0.48716262,48.7%,0.030761471,0.017721361,1.8%,0.013342304,157.27347
810100,24300,0.42597479,42.6%,0.019407768,0.046503756,4.7%,0.016306931,495.61258
810200,24300,0.35230136,35.2%,0.011122667,0.021056948,2.1%,0.007106557,1139.2003
810301,24300,0.3945775,39.5%,0.022652356,0.033589184,3.4%,0.016643206,329.24164
810302,24300,0.43355298,43.4%,0.025543557,0.003603167,0.4%,0.005741824,293.62222
810400,24300,0.48460418,48.5%,0.032155395,0.005244138,0.5%,0.006945518,217.55234
810501,24300,0.47754773,47.8%,0.026341863,0.002236932,0.2%,0.006001441,298.63623
810502,24300,0.47077146,47.1%,0.024507031,0.002577686,0.3%,0.006327677,361.04449
810600,24300,0.50518197,50.5%,0.024693627,0.013586395,1.4%,0.011372183,402.87415
810701,24300,0.45795825,45.8%,0.020435933,0.004750411,0.5%,0.007075003,575.6001
810702,24300,0.46607715,46.6%,0.024291191,0.005972155,0.6%,0.009789778,444.20151
810800,24300,0.53847903,53.8%,0.021548744,0.002782514,0.3%,0.0050891,575.69299
810900,24300,0.50268471,50.3%,0.020146111,0.014888045,1.5%,0.008561757,595.37744
811000,24300,0.45659474,45.7%,0.030245587,0.016575675,1.7%,0.01312207,262.43445
811100,24300,0.49039817,49.0%,0.01664464,0.013561179,1.4%,0.006142827,668.03302
811200,24300,0.46150541,46.2%,0.020984558,0.008454475,0.8%,0.005356899,461.24237
811301,24300,0.44123775,44.1%,0.018463412,0.007881318,0.8%,0.005444139,570.82379
811302,24300,0.4108893,41.1%,0.016310697,0.025956236,2.6%,0.010638844,705.02496
811401,24300,0.49560109,49.6%,0.019605933,0.022064887,2.2%,0.009807511,506.10745
811402,24300,0.44104221,44.1%,0.021726092,0.010859825,1.1%,0.007541916,393.75912
811500,24300,0.48517224,48.5%,0.018084098,0.008520622,0.9%,0.004509268,553.39984
811600,24300,0.48259646,48.3%,0.015196082,0.002176565,0.2%,0.003299602,735.02588
811701,24300,0.45267761,45.3%,0.016625218,0.01975973,2.0%,0.008905496,850.64777
811702,24300,0.42694211,42.7%,0.016473847,0.010354785,1.0%,0.006117005,583.51129
811800,24300,0.42460397,42.5%,0.02094439,0.013835561,1.4%,0.008969511,374.52625
811900,24300,0.4627248,46.3%,0.041103628,0.033892404,3.4%,0.029910825,144.63409
812000,24300,0.5079326,50.8%,0.035837848,0.003454989,0.3%,0.004947031,190.71237
812100,24300,0.38133535,38.1%,0.020713011,0.024630725,2.5%,0.013043838,395.48151
812200,24300,0.47032166,47.0%,0.04635565,0.069155879,6.9%,0.051465515,110.27123
812301,24300,0.41706306,41.7%,0.026346423,0.008104776,0.8%,0.008459248,237.45552
812302,24300,0.45653608,45.7%,0.036971424,0.006426799,0.6%,0.009728887,99.243492
812400,24300,0.56705546,56.7%,0.061788987,0.018403862,1.8%,0.030838618,63.887672
812500,24300,0.36602259,36.6%,0.021590959,0.071358182,7.1%,0.02536449,284.08035
812600,24300,0.35073218,35.1%,0.020693008,0.0582196,5.8%,0.024640378,288.98462
812700,24300,0.42642429,42.6%,0.026701,0.003780127,0.4%,0.006420056,207.68193
812801,24300,0.39770281,39.8%,0.031067103,0.010398891,1.0%,0.013902744,140.93039
812802,24300,0.4125112,41.3%,0.033606891,0.000868366,0.1%,0.009677472,95.028198
812900,24300,0.43632388,43.6%,0.03467619,0.022578429,2.3%,0.016935216,214.18161
813000,24300,0.44272554,44.3%,0.024924515,0.033733271,3.4%,0.017462676,280.61243
813100,24300,0.41752511,41.8%,0.019184023,0.025468074,2.5%,0.01181236,538.71857
813200,24300,0.40984249,41.0%,0.027940881,0.042779993,4.3%,0.023210231,253.59253
813301,24300,0.40189204,40.2%,0.017392749,0.03672209,3.7%,0.014487122,1415.4985
813302,24300,0.39341131,39.3%,0.01888511,-0.009049244,-0.9%,0.009084466,1555.047
813400,24300,0.41017187,41.0%,0.013604823,0.025294131,2.5%,0.008822953,1795.981
813500,24300,0.41754201,41.8%,0.013995266,0.008778305,0.9%,0.004828294,1409.2203
813600,24300,0.4144327,41.4%,0.016347617,0.008586393,0.9%,0.007128635,1400.8418
813701,24300,0.40123251,40.1%,0.018175533,0.025492286,2.5%,0.013130469,1111.4783
813702,24300,0.4063291,40.6%,0.016406851,-0.000830648,-0.1%,0.006862472,1253.4558
813801,24300,0.36793393,36.8%,0.01920063,0.002320237,0.2%,0.010592232,822.73065
813802,24300,0.40327707,40.3%,0.015247256,0.004593982,0.5%,0.005558232,1343.4106
813900,24300,0.41803724,41.8%,0.014454395,0.018169276,1.8%,0.008333464,1558
814000,24300,0.43691328,43.7%,0.01801621,0.005775707,0.6%,0.006629509,990.31628
814100,24300,0.38413623,38.4%,0.01763436,0.023813972,2.4%,0.013863075,1322.5306
814200,24300,0.36500072,36.5%,0.012804121,0.032238327,3.2%,0.010626364,2094.8186
814300,24300,0.42315793,42.3%,0.020430369,-0.008132009,-0.8%,0.00704981,914.0528
814400,24300,0.45610932,45.6%,0.016868867,0.003101135,0.3%,0.004076576,1090.1504
814500,24300,0.41419426,41.4%,0.017864518,0.012919862,1.3%,0.007888196,735.54773
814600,24300,0.4164671,41.6%,0.018127335,0.014366409,1.4%,0.009295363,890.19769
814700,24300,0.41172528,41.2%,0.021060748,0.017816935,1.8%,0.009808516,787.7196
814800,24300,0.47969851,48.0%,0.019847589,0.015127436,1.5%,0.008584046,682.60284
814900,24300,0.40606508,40.6%,0.018950623,0.026744032,2.7%,0.013135889,810.36646
815000,24300,0.44289327,44.3%,0.023122534,0.004926991,0.5%,0.009094276,637.30078
815100,24300,0.43481383,43.5%,0.019930016,0.014976121,1.5%,0.010455831,729.09241
815200,24300,0.43465313,43.5%,0.019167025,0.037463989,3.7%,0.015648644,831.99518
815300,24300,0.41940135,41.9%,0.026645457,-0.008584692,-0.9%,0.006610779,323.57846
815400,24300,0.50502384,50.5%,0.027346971,0.016844189,1.7%,0.011587726,336.19614
815500,24300,0.43034056,43.0%,0.020352324,0.012078503,1.2%,0.006987187,706.00269
815600,24300,0.49511716,49.5%,0.030341875,0.022392882,2.2%,0.014811599,205.0152
815701,24300,0.49766231,49.8%,0.040955767,0.017602308,1.8%,0.016019676,122.7825
815702,24300,0.54596621,54.6%,0.040272139,-0.016056146,-1.6%,0.005036703,138.24953
815800,24300,0.5116806,51.2%,0.052778989,0.015672585,1.6%,0.022449831,66.925301
815900,24300,0.33518684,33.5%,0.012626875,0.0677929,6.8%,0.01648296,519.15277
816000,24300,0.40938124,40.9%,0.025882827,0.066391341,6.6%,0.027492914,306.09909
816100,24300,0.39526778,39.5%,0.016483378,0.035380322,3.5%,0.012141107,721.53821
816200,24300,0.43844199,43.8%,0.023027727,0.058875963,5.9%,0.024201173,308.63715
816300,24300,0.43439469,43.4%,0.022180855,0.011014472,1.1%,0.008623974,388.67496
816401,24300,0.38973942,39.0%,0.016266236,0.011075471,1.1%,0.007745274,909.67749
816402,24300,0.40462992,40.5%,0.018087577,0.012265676,1.2%,0.008123072,698.22607
816500,24300,0.42660481,42.7%,0.017379874,0.00932732,0.9%,0.007409372,665.02545
816600,24300,0.3872453,38.7%,0.013971323,0.008482907,0.8%,0.005104907,1012.2399
816700,24300,0.4236716,42.4%,0.020510724,0.001146149,0.1%,0.005603898,416.65402
816800,24300,0.41154703,41.2%,0.019077027,0.016862469,1.7%,0.008549191,475.9624
816900,24300,0.32983541,33.0%,0.012354184,0.062428731,6.2%,0.015383613,839.31171
817000,24300,0.33572093,33.6%,0.010837659,0.055496018,5.5%,0.013995683,1002.1968
817101,24300,0.3240706,32.4%,0.010021657,0.043004356,4.3%,0.010574859,937.91022
817102,24300,0.31755647,31.8%,0.013823924,0.07469926,7.5%,0.017388398,549.93066
817200,24300,0.30277219,30.3%,0.008726106,0.050063666,5.0%,0.012165842,1289.2959
817300,24300,0.30804342,30.8%,0.011415609,0.054414604,5.4%,0.016068209,728.62939
817400,24300,0.40005374,40.0%,0.015829835,0.027705655,2.8%,0.010328388,800.74976
817500,24300,0.30682057,30.7%,0.009918756,0.057818316,5.8%,0.013573474,892.58447
817600,24300,0.3186368,31.9%,0.009331496,0.043392118,4.3%,0.01051121,1068.9385
817700,24300,0.30905291,30.9%,0.009152883,0.052755933,5.3%,0.011770857,1021.5474
817900,24300,0.3250325,32.5%,0.014110533,0.020794086,2.1%,0.009494643,760.29816
818000,24300,0.38367158,38.4%,0.020420879,0.076190203,7.6%,0.022013193,414.00616
818100,24300,0.40999463,41.0%,0.060853276,0.016043514,1.6%,0.023483342,53.239162
818200,24300,0.44661853,44.7%,0.027800456,0.003513831,0.4%,0.005794657,283.12836
818300,24300,0.3749786,37.5%,0.015144886,0.022340111,2.2%,0.008819515,662.43573
818401,24300,0.47319964,47.3%,0.02699344,0.015068994,1.5%,0.011549179,272.91171
818402,24300,0.40200397,40.2%,0.037870467,0.030963989,3.1%,0.027597947,105.68951
818500,24300,0.51969606,52.0%,0.036435314,0.011288037,1.1%,0.010758394,129.13504
818600,24300,0.49133033,49.1%,0.031136762,0.000680816,0.1%,0.005853125,242.19135
818700,24300,0.49120477,49.1%,0.035269685,0.022048391,2.2%,0.016528485,163.74176
818800,24300,0.52832615,52.8%,0.025089772,-0.001957574,-0.2%,0.003881206,369.06931
818900,24300,0.47565436,47.6%,0.042327687,0.013047494,1.3%,0.013346235,141.49043
819000,24300,0.49263641,49.3%,0.052577499,0.007439349,0.7%,0.017057914,116.46529
819100,24300,0.44330078,44.3%,0.023812454,0.012531551,1.3%,0.008279542,360.89355
819200,24300,0.44459587,44.5%,0.019384505,-0.000431389,0.0%,0.004224707,562.95496
819300,24300,0.49955443,50.0%,0.034387745,0.001056998,0.1%,0.008097735,190.18022
819400,24300,0.46128941,46.1%,0.022147179,0.01175643,1.2%,0.007267329,400.49661
819500,24300,0.39382675,39.4%,0.022236712,0.026716294,2.7%,0.014567344,369.3952
819600,24300,0.54060811,54.1%,0.045624882,-0.002324408,-0.2%,0.005740474,130.82582
819700,24300,0.57250178,57.3%,0.042739119,-0.006798616,-0.7%,0.00914694,145.36334
